,target_sentence,postcontext,substitutions
929,"I could say that I chose out of consideration for her desire for fame; some critics already say ""Waking With Tasha"" is Malaquez's finest work.","If science finds a way to safely free the subjects of Emil's art, perhaps the I who reads this file will know that my decision is wise.","{'say': ['agree 1', 'allege 1', 'assert 1', 'believe 1', 'charge 1', 'claim 2', 'consider 1', 'declare 3', 'dub 1', 'express 1', 'imply 1', 'insist 1', 'state 1', 'think 3'], 'chose': ['accept 1', 'act 2', 'commit 1', 'decide 4', 'determine 1', 'elect 1', 'fancy 1', 'mean 1', 'move 1', 'opt 1', 'pick 1', 'select 3'], 'consideration': ['account 1', 'allowance 1', 'awareness 1', 'care 1', 'concern 2', 'feel 1', 'knowledge 1', 'regard 3', 'respect 3', 'thought 1', 'tolerance 1'], 'desire': ['ambition 1', 'appetite 1', 'ardor 1', 'aspiration 1', 'craving 1', 'demand 1', 'eagerness 1', 'hunger 1', 'longing 3', 'lust 1', 'need 1', 'propensity 1', 'want 3', 'wish 2', 'yearning 1'], 'fame': ['acclaim 2', 'adoration 1', 'celebrity 3', 'distinction 1', 'eminence 1', 'glory 1', 'greatness 1', 'notoriety 4', 'recognition 1', 'renown 2'], 'critics': ['analyst 2', 'commentator 2', 'critique giver 1', 'cynic 1', 'expert 3', 'interpreter 1', 'journalist 1', 'judge 1', 'reviewer 2', 'writer 1'], 'already': ['at this time 1', 'currently 2', 'even now 1', 'even today 1', 'finally 1', 'increasingly 1', 'now 4', 'presently 2', 'ultimately 1'], 'finest': ['choice 1', 'define 1', 'good 6', 'great 3', 'high 1', 'preeminent 1', 'seminal 1', 'superior 1', 'top 1', 'ultimate 1', 'unsurpassed 1'], 'work': ['accomplishment 1', 'art 1', 'artwork 1', 'composition 2', 'contribution 1', 'creation 3', 'effort 1', 'endeavor 1', 'handiwork 1', 'masterpiece 1', 'piece 4', 'undertaking 1']}"
930,"“Name me,” she said.","“Name me,”","{'Name': ['call 1', 'christen 3', 'label 1', 'nickname 1', 'title 2'], 'said': ['ask 1', 'command 2', 'declare 1', 'demand 1', 'mumble 1', 'state 3', 'utter 1']}"
931,"On the steps in front of the altar, I saw pale forms and realized that they were Rachel and two other women.","Then I heard Nepthys shout, “Nathan!","{'steps': ['riser 2', 'stair 5'], 'front': ['presence 1', 'the forward 1'], 'altar': ['bier 1', 'counter 1', 'credenza 1', 'front 1', 'pew 1', 'podium 1', 'stage 1', 'table 1', 'worship table 1'], 'saw': ['discern 1', 'glimpse 1', 'note 1', 'notice 4', 'observe 2', 'spot 3', 'spy 1', 'view 1'], 'pale': ['bloodless 1', 'colorless 2', 'delicate 1', 'ghostly 1', 'pallid 1', 'power 1', 'sickly 1', 'wash out 1', 'white 2', 'whitish 1'], 'forms': ['creature 1', 'entity 1', 'figure 2', 'image 1', 'people 1', 'shape 3', 'structure 1'], 'realized': ['figure 1', 'know 2', 'notice 2', 'reckon 1', 'recognize 2', 'see 1', 'understand 1'], 'other': ['additional 2', 'different 3', 'else 1', 'extra 1', 'more 3', 'new 1', 'separate 1'], 'women': ['dame 2', 'female 5', 'girl 2', 'individual 1', 'lady 6', 'wench 1']}"
932,“I think that the person who stole the girl we’re looking for might be a vampire.,“I think that the person who stole the girl we’re looking for might be a vampire.,"{'think': ['assume 1', 'believe 5', 'opine 1', 'perceive 1', 'suppose 1', 'suspect 1'], 'person': ['being 1', 'character 1', 'creature 1', 'fellow 1', 'individual 3', 'man 1', 'member 1', 'one 1', 'persona 1'], 'stole': ['capture 1', 'kidnap 4', 'rob 1', 'swipe 1', 'take 4'], 'girl': ['child 1', 'female 2', 'girl 1', 'individual 1', 'lady 4', 'lass 1', 'person 1', 'sweetheart 1', 'woman 2'], 'looking': ['explore 1', 'for 3', 'hunt 1', 'scour 1', 'search 6', 'seek 1'], 'vampire': ['Dracula 1', 'Dracula sort 1', 'beast 1', 'blood sucker 1', 'bloodsucker 3', 'creature 1', 'goblin 1', 'monster 1', 'undead 1']}"
933,She told me that she was heading for a drink and slipped out of the crowd.,"When she hadn’t come back halfway through the next song, I glanced over at the bar.","{'told': ['alert 1', 'announce 1', 'assure 1', 'ensure 1', 'inform 3', 'let me know 1'], 'heading': ['ache 1', 'go 6', 'leave 1', 'look 2', 'move 1', 'thirsty 1'], 'drink': ['beer 1', 'beverage 2', 'brew 1', 'cup 1', 'quencher 1', 'shot 1', 'sip 2'], 'slipped': ['dance 1', 'flit 1', 'grace 1', 'head 1', 'leave 1', 'mosey 1', 'move 4', 'slide 1'], 'crowd': ['bustle 1', 'circle 1', 'clump 1', 'dancer 2', 'gathering 1', 'group 3', 'horde 1', 'horde of people 1', 'people 2']}"
934,I stared at the naked Tasha.,"Most of his story I have pieced together since, but I understood enough as I knelt on his chest with my hands tight on his fleshy throat.","{'stared': ['eyeball 1', 'gaze 2', 'glare 3', 'glower 1', 'look 5', 'peer 1'], 'naked': ['bare 2', 'bare flesh 1', 'bare naked 1', 'beautiful 1', 'disrobe 1', 'exotic 1', 'expose 1', 'nude 4', 'stripped 1', 'unclothe 1']}"
935,"I took the capturador, a matte black Tiempo Capturado, from his grip and studied it, not really thinking about it or Malaquez or Tasha.","I think I was wondering what it meant to say that a thing was art, so we accepted it as art.","{'took': ['get 1', 'grab 5', 'grasp 2', 'handle 1', 'hold 1', 'lift 1', 'seize 2', 'snag 1', 'swipe 1', 'wrest 1'], 'capturador': ['box 1', 'case 1', 'contraption 1', 'device 1', 'entrapment 1', 'trap 1'], 'matte': ['drab 1', 'dull 4', 'flat 2', 'lackluster 1', 'lifeless 1', 'simple 1', 'sober 1', 'soft 1', 'unglossy 1', 'unvarnished 1'], 'black': ['black color 1', 'charcoal 1', 'dark 2', 'ebony 1', 'jet 1', 'obsidian 1', 'onyx 1', 'opaque 1'], 'grip': ['clasp 1', 'clutch 1', 'finger 1', 'fist 1', 'grasp 2', 'hand 6', 'hold 2', 'possession 1'], 'studied': ['analyze 2', 'consider 1', 'examine 3', 'eye 1', 'inspect 1', 'learn 1', 'look at 1', 'observe 2', 'ogle 1', 'review 1'], 'really': ['actually 1', 'completely 1', 'even 2', 'hardly 1', 'necessarily 1', 'particularly 1', 'truly 1'], 'thinking': ['caring 1', 'consider 1', 'muse 2', 'pensive 1', 'ponder 2', 'reflective 1', 'trifling 1', 'wistful 1', 'wonder 1', 'worry 1']}"
936,"""I'm very good at making things happen this way.","""I'm very good at making things happen this way.","{'very': ['absolutely 1', 'exceptionally 2', 'extra 1', 'extremely 2', 'incredibly 1', 'particularly 1', 'quite 2', 'rather 1', 'really 2', 'so 1', 'terribly 1', 'tremendously 1', 'truly 1'], 'good': ['able 1', 'accomplish 1', 'adept 3', 'advanced 1', 'capable 1', 'competent 2', 'efficient 2', 'gifted 1', 'great 1', 'proficient 1', 'skilled 2', 'skillful 1'], 'making': ['arrange 2', 'cause 1', 'coax 1', 'direct 1', 'ensure 1', 'force 1', 'get 1', 'let 1'], 'things': ['circumstance 1', 'evening 1', 'event 2', 'incident 1', 'matter 1', 'moment 1', 'occasion 1', 'occurrence 1', 'situation 3', 'stuff 2', 'time 1'], 'happen': ['behave 1', 'go 3', 'manifest 1', 'occur 3', 'to go 1', 'transpire 2', 'turn 1'], 'way': ['time 1']}"
937,A black hallway opened into a space like a cathedral.,"The vault rose into obscurity above me, and a massive rose window stood ahead of me.","{'black': ['charcoal 1', 'dark 5', 'darken 1', 'dusky 1', 'inky 1', 'pitch 1', 'shaded 1'], 'hallway': ['aisle 1', 'alley 1', 'corridor 4', 'foyer 1', 'hall 2', 'passage 1', 'passageway 1', 'path 1'], 'opened': ['ajar 1', 'appear 1', 'expand 1', 'extend 1', 'lead 2', 'part 1', 'widen 2'], 'space': ['area 5', 'chamber 1', 'quarter 1', 'room 4'], 'cathedral': ['apse 1', 'chapel 1', 'church 3', 'large church 1', 'ornate building 1', 'temple 2']}"
938,I caught a taxi back to the church.,"It was still a mess, but everything bigger than a soda can had disappeared.","{'caught': ['call 1', 'get 3', 'grab 2', 'hail 2', 'ride 1', 'take 4'], 'taxi': ['bus 1', 'cab 5', 'car 1', 'livery 1', 'ride 2', 'shuttle 1'], 'back': ['again 1', 'around 1', 'go 1', 'head 1', 'over 2', 'return 4'], 'church': ['bar 1', 'cathedral 2', 'chapel 2', 'club 1', 'location 1', 'scene 1', 'site 1', 'tabernacle 1', 'temple 2']}"
939,"Her hands twitched and a drop of blood shook out, splashing on the crease of her thigh and hanging to one strand of the black hair between her legs.","She gasped and the dark glow went out, taking the blood with it in a flash of heat and red steam.","{'hands': ['fist 1', 'palm 6'], 'twitched': ['move 3', 'quiver 2', 'shake 3', 'shiver 1', 'twitter 1'], 'drop': ['bit 4', 'drip 1', 'droplet 2', 'part 1', 'small amount 1', 'splash 1'], 'blood': ['fluid 1', 'liquid 3', 'red 1'], 'shook': ['come 3', 'drip 1', 'fall 3', 'fly 1', 'spray 1'], 'splashing': ['drip 3', 'drop 1', 'fall 3', 'pour 1', 'slap 1', 'spatter 1', 'splatter 1'], 'crease': ['edge 1', 'face 1', 'fold 3', 'line 2', 'ridge 1', 'wedge 1', 'wrinkle 1'], 'thigh': ['hip 1', 'leg 5'], 'hanging': ['attach 1', 'cling 4', 'clutch 1', 'stick 1', 'tight fitting 1'], 'strand': ['filament 1', 'part 1', 'piece 3', 'string 1', 'thread 3'], 'black': ['dark 6', 'ebony 2', 'shadowy 1'], 'hair': ['follicle 1', 'fur 2', 'fuzz 1', 'mane 2', 'strand 1', 'thread 1'], 'legs': ['limb 1', 'thigh 6']}"
940,"I will not answer the phone for a week, no matter whose face appears on it.",I keep evading the issue.,"{'answer': ['acknowledge 2', 'pick up 3', 'respond 1', 'response 1', 'talk on 1'], 'phone': ['caller 1', 'cell 1', 'cell phone 1', 'headset 1', 'receiver 1', 'telephone 3', 'touchtone phone 1'], 'week': ['7 day 1', 'day 2', 'hour 1', 'minute 1', 'month 2', 'period 1', 'seven day 1', 'time 2', 'while 1', 'year 2'], 'matter': ['affair 1', 'deal 1', 'issue 2', 'problem 1', 'subject 1', 'substance 1', 'topic 1'], 'face': ['head 1', 'id 1', 'image 1', 'message 1', 'mug 2', 'name 1', 'number 2', 'voicemail 1'], 'appears': ['arise 1', 'be see 1', 'display 1', 'emerge 1', 'flash 1', 'show 4']}"
941,"Tasha and I became lovers that evening, after a good dinner of paella at her apartment.","I made some small joke afterward, about approving of her firm's business incentives, and she cried.","{'became': ['be 2', 'emerge 1', 'start be 1', 'surface 1'], 'lovers': ['a couple 1', 'close 1', 'engage 1', 'involve 1', 'paramour 1', 'partner 1', 'romantic 2', 'sexual 1'], 'evening': ['day 1', 'eventide 1', 'midnight 1', 'night 6', 'nightfall 2', 'sunset 2'], 'good': ['enjoyable 1', 'excellent 1', 'exquisite 1', 'fine 2', 'full 1', 'great 2', 'lovely 2', 'nice 1', 'superior 1', 'swell 1', 'tasty 1', 'wonderful 1'], 'dinner': ['bite 1', 'course 1', 'evening meal 1', 'meal 6', 'mouthful 1', 'repast 1', 'supper 4'], 'paella': ['goose 1', 'patella 1', 'rice 1'], 'apartment': ['abode 2', 'condo 1', 'flat 3', 'home 5', 'house 3', 'lodging 1', 'place 2', 'rental 1', 'residence 1', 'tenement 1']}"
942,"“Sir, we simply want to discover whether this individual is, in fact, a vampire.","“Sir, we simply want to discover whether this individual is, in fact, a vampire.","{'simply': ['artlessly 1', 'candidly 1', 'directly 1', 'honestly 1', 'just 3', 'naturally 1', 'only 3', 'sincerely 1', 'solely 1'], 'want': ['ask 1', 'beseech 1', 'crave 1', 'demand 2', 'desire 3', 'hunger 1', 'intend 1', 'like 1', 'long 1', 'need 2', 'wish 2', 'yearn 1'], 'discover': ['catch 1', 'conceive 1', 'confirm 1', 'decide 1', 'determine 1', 'find 3', 'find out 1', 'hear 1', 'investigate 2', 'know 2', 'learn 2', 'probe 1', 'realize 1', 'reveal 1', 'see 1'], 'individual': ['animal 1', 'beast 1', 'being 2', 'body 1', 'conscious thing 1', 'creature 1', 'entity 1', 'gentleman 1', 'girl 1', 'guy 1', 'person 4'], 'fact': ['actuality 3', 'appearance 1', 'authenticity 1', 'basis 1', 'certitude 1', 'reality 3', 'truth 3'], 'vampire': ['Dracula type 1', 'beast 1', 'blood sucker 1', 'bloodsucker 1', 'goblin 2', 'hellion 1', 'rascal 1', 'spirit 1', 'villain 1']}"
943,"The blade lodged in the wood, its silver point penetrating the velvet and nearly reaching my skin.",My arms shook from the force of his throw.,"{'blade': ['dagger 2', 'edge 1', 'knife 4', 'point 1', 'spike 1', 'stake 1', 'sword 1', 'weapon 1'], 'lodged': ['be fix 1', 'be implant 1', 'catch 1', 'fasten 1', 'get 1', 'mire 1', 'place 1', 'stick 4', 'wedge 1'], 'wood': ['board 1', 'box 2', 'lumber 2', 'oak 1', 'plank 1', 'plywood 1', 'stake 1', 'timber 1'], 'silver': ['grey 1', 'metal 2', 'metallic 1', 'shine 1', 'shinny 1', 'shiny 3', 'silver color 1', 'silvery 1'], 'point': ['edge 1', 'end 3', 'head 1', 'taper 1', 'tip 2'], 'penetrating': ['go through 1', 'impale 1', 'pierce 4', 'poke 1', 'purge 1', 'push through 1', 'split 1'], 'velvet': ['cloth 1', 'clothing 1', 'fabric 3', 'material 1', 'satin 1', 'velour 1', 'velveteen 1'], 'nearly': ['about 1', 'almost 5', 'just 1', 'just about 1', 'practically 1'], 'reaching': ['connect 1', 'contact 1', 'grab 1', 'meet 1', 'touch 4'], 'skin': ['body 2', 'flesh 4', 'hide 1', 'meat 1', 'person 1', 'tissue 1']}"
944,"Despite being uncertain of its status, Ripert pulled Chilean seabass.","Le Bernardin's menu also informs diners that the restaurant will not serve swordfish to support efforts ""to recover the species.""","{'uncertain': ['aloof 1', 'ambivalent 1', 'doubtful 2', 'dubious 1', 'iffy 1', 'nebulous 1', 'speculative 1', 'suspect 1', 'unclear 1', 'unconvinced 1', 'unsure 3'], 'status': ['circumstance 1', 'condition 3', 'importance 1', 'origin 1', 'placement 1', 'situation 3', 'state 2', 'understanding 1'], 'pulled': ['abolish 1', 'bring out 1', 'discontinued 1', 'eliminate 1', 'excise 1', 'oust 1', 'remove 2', 'stop serve 1', 'yank 1'], 'Chilean': [""chile 's 1"", 'south American 1'], 'seabass': ['bass 3', 'fish 2', 'saltwater fish 1', 'trout 1']}"
945,"I suppose I wish to show that I'm still capable of a certain authorial distance, a semblance of dispassionate observation.",The following events may indicate otherwise.,"{'suppose': ['admit 1', 'dare say 1', 'figure 1', 'guess 5', 'think 1'], 'wish': ['choose 1', 'daydream 1', 'decide 1', 'desire 3', 'hope 1', 'need 1', 'pray 1', 'want 5', 'yearn 1'], 'show': ['communicate 1', 'demonstrate 1', 'display 2', 'exhibit 1', 'indicate 1', 'model 1', 'note 1', 'prove 4', 'provide 1'], 'still': ['always 1', 'as 1', 'certainly 1', 'currently 1', 'ever 1', 'now 2', 'perfectly 1', 'remain 1', 'yet 1'], 'capable': ['able 3', 'adept 2', 'competent 2', 'in control 1', 'proficient 1', 'qualify 1', 'suit 1'], 'certain': ['define 2', 'definite 1', 'distinct 1', 'distinctive 1', 'exceptional 1', 'individual 1', 'kind of 1', 'marked 1', 'noteworthy 1', 'particular 2', 'special 1', 'specific 2', 'sure 1', 'type of 1', 'vast 1'], 'authorial': ['bossy 1', ""observer 's 1"", 'pen 1', ""scribe 's 1"", ""writer 's 2"", 'writing 1'], 'distance': ['ability 1', 'aloofness 1', 'detachment 1', 'dissociation 1', 'dominance 1', 'elegance 1', 'gap 1', 'neutrality 1', 'panache 1', 'preeminence 1', 'remoteness 1', 'separation 1'], 'semblance': ['appearance 1', 'example 1', 'face 1', 'image 1', 'likeness 1', 'manner 1', 'means 1', 'portrayal 1', 'shot 1', 'view 1'], 'dispassionate': ['detached 1', 'fair 1', 'neutral 1', 'sate 1', 'unbiased 2', 'unemotional 1', 'unfeeling 1', 'uninterest 1', 'unresponsive 1', 'untouched 1'], 'observation': ['conclusion 1', 'contemplation 1', 'impartiality 1', 'neutrality 1', 'notation 1', 'note 1', 'observance 1', 'perception 1', 'reflection 1', 'stance 1', 'study 1', 'view 1', 'viewing 2', 'watching 1']}"
946,The two glanced at each other.,“What do you think?”,"{'glanced': ['frown 1', 'gaze 1', 'look 6', 'peer 2', 'stare 1'], 'other': ['one 1']}"
947,“Of course.,“Of course.,"{'course': ['a certainty 1', 'a fact 1', 'a surety 1', 'definitely 1', 'sure 1']}"
948,A wave to the pale men brought a bottle of red wine and a platter of grapes.,"“Now, how can I help the elegantly mannered friend of my Nepthys and his surprising young charge?","{'wave': ['coax 1', 'gesture 3', 'greeting 1', 'hand raise 1', 'hi 1', 'motion 2', 'nod 1', 'signal 1', 'summons 1'], 'pale': ['colorless 1', 'light 2', 'white 3', 'whitish 2'], 'men': ['chap 2', 'character 1', 'fellow 3', 'guy 3', 'individual 2', 'people 1', 'servant 1'], 'brought': ['carry 1', 'earn 1', 'fetch 2', 'got 1', 'net 1', 'offer 1', 'produce 1', 'result in 1', 'return 1', 'yield 1'], 'bottle': ['bottleful 1', 'container 3', 'decanter 1', 'flask 1', 'jug 2', 'pitcher 1', 'serving 1', 'vessel 1'], 'red': ['crimson 1', 'scarlet 2'], 'wine': ['alcohol 1', 'drink 4', 'liquid 1', 'merlot 1'], 'platter': ['dish 2', 'help 1', 'plate 6', 'serve 1', 'tray 1'], 'grapes': ['fruit 5']}"
949,"Behind him, I saw Nepthys running between the pews.",I braced my legs against the stone floor and he was on me.,"{'saw': ['glimpse 1', 'notice 2', 'observe 1', 'perceive 1', 'spot 2', 'spy 2', 'view 3'], 'running': ['dart 1', 'dash 3', 'go 1', 'hurry 1', 'jog 1', 'rush 2', 'speed 2', 'sprint 1'], 'pews': ['bench 4', 'row 2', 'seat 3', 'seat row 1']}"
950,"Add this to the reasons I write now: to remember something, perhaps even to learn --","Emil Malaquez arrived after sundown, carrying a small package wrapped in what looked like real paper.","{'Add': ['combine 2', 'connect 1', 'count 3', 'include 1', 'incorporate 1', 'join 2', 'link 1', 'put 1', 'tack on 1', 'unite 1'], 'reasons': ['argument 2', 'cause 1', 'claim 1', 'deduction 1', 'discernment 1', 'ground 1', 'intention 1', 'justification 2', 'motivation 2', 'motive 1', 'notion 1', 'purpose 1', 'rationale 1'], 'write': ['author 1', 'commit to paper 1', 'compose 3', 'inscribe 1', 'jot 1', 'pen 3', 'publish 1', 'put in write 1', 'record 1', 'reply 1', 'respond 1', 'scribble 2'], 'now': ['anon 1', 'at present 1', 'at this moment 1', 'at this time 2', 'currently 2', 'here 1', 'momentarily 1', 'nowadays 1', 'presently 2', 'still 1', 'today 3'], 'remember': ['conjure 1', 'know 1', 'recall 6', 'recollect 2', 'reimagine 1', 'reinforce 1', 'relearn 1', 'reminisce 1', 'renew 1', 'revive 1'], 'something': ['a little bit 1', 'a thing 1', 'anything 2', 'entity 1', 'existence 1', 'idea 1', 'information 1', 'item 1', 'material 1', 'moment 1', 'some matter 1', 'some subject 1', 'stuff 1', 'thing 2', 'thought 1'], 'perhaps': ['conceivably 1', 'could be 1', 'feasibly 1', 'hopefully 1', 'likely 1', 'may be 1', 'maybe 4', 'mayhaps 1', 'perchance 1', 'possibly 4', 'potentially 1', 'supposedly 1'], 'even': ['actually 1', 'again 1', 'also 2', 'if 1', 'in fact 1', 'indeed 1', 'just 1', 'likewise 1', 'maybe 1', 'only 1', 'so 1', 'still 2', 'yet 2'], 'learn': ['be teach 1', 'change 1', 'commit to memory 1', 'discover 1', 'educate 1', 'gain understanding 1', 'know 1', 'master 1', 'memorize 1', 'perceive 1', 'see 1', 'study 2', 'teach 1', 'understand 1']}"
951,Then my eyes opened and Amy handed me the hammer and stake.,I stood and turned toward the altar.,"{'Then': ['afterwards 2', 'and 1', 'at that moment 1', 'next 2', 'subsequently 1', 'suddenly 1', 'thereafter 1', 'thereupon 1'], 'eyes': ['eyeball 3', 'eyelid 1', 'peeper 1', 'pupil 2', 'socket 1'], 'opened': ['gape 1', 'lift 1', 'part 2', 'reopen 1', 'unlid 1', 'widen 3'], 'handed': ['deliver 1', 'dispense 1', 'entrust 1', 'give 6', 'hand over 1', 'offer 1', 'pass 2'], 'hammer': ['bat 1', 'club 2', 'mallet 5', 'sledge 1', 'stick 1', 'tool 1', 'weapon 1'], 'stake': ['nail 2', 'peg 1', 'post 1', 'spike 5']}"
952,"Dvorov was somewhere behind me, too, negotiating delicately through his patrons.","Just in front of me, a massive thing slammed into the wall, sending up a cloud of granite dust.","{'somewhere': ['anywhere 1', 'around 1', 'at some place 1', 'near 1', 'some location 1', 'some place 1', 'someplace 1'], 'too': ['additionally 1', 'also 5', 'as well 3', 'moreover 1'], 'negotiating': ['argue 1', 'bargain 2', 'barter 1', 'deal 1', 'go 1', 'move 1', 'proceed 1', 'talk 2', 'travel 1', 'walk 1', 'work 1'], 'delicately': ['artfully 1', 'carefully 3', 'cautiously 2', 'gently 1', 'painstakingly 1', 'softly 2', 'subtly 1', 'tactfully 1'], 'patrons': ['buyer 1', 'client 3', 'clientele 1', 'customer 5', 'guest 1', 'party 1']}"
953,"“No thanks, sir!","“No thanks, sir!","{'thanks': ['it be ok 1', 'please 1', 'thank you 2', 'worry 1'], 'sir': ['Mr 1', 'fellow 1', 'man 2', 'mister 3', 'pal 2']}"
954,"“Hey,” I said, “are you sure that we should be going this way?","“Hey,”","{'said': ['announce 1', 'ask 1', 'cite 1', 'comment 1', 'cry 1', 'declare 1', 'exclaim 2', 'remark 1', 'speak 1', 'state 2', 'yell 1'], 'sure': ['certain 2', 'confident 1', 'convinced 1', 'definite 1', 'exact 1', 'positive 4', 'precise 1'], 'going': ['come 1', 'drive 1', 'head 3', 'move 1', 'proceed 1', 'travel 1', 'venture 1', 'walk 1'], 'way': ['alley 1', 'direction 6', 'path 1', 'road 1', 'route 1', 'street 1']}"
